,employer_name,conditions
9989,СПЕКТР,Оформление по ТК
9990,СПКБ Техно,Корпоративный спорт
9991,СПб ГУП Санкт-Петербургский информационно-аналитический центр,Agile-команда
9992,СПб ГУП Санкт-Петербургский информационно-аналитический центр,ДМС
9993,СПб ГУП Санкт-Петербургский информационно-аналитический центр,Оформление по ТК
9994,СПб ГУП Санкт-Петербургский информационно-аналитический центр,Профессиональный рост
9995,СПб ГУП Санкт-Петербургский информационно-аналитический центр,Удаленка/гибрид
9996,СПбРСОО Яхт-клуб Санкт-Петербурга,Корпоративный спорт
9997,СПбРСОО Яхт-клуб Санкт-Петербурга,Удаленка/гибрид
9998,СРМ Солюшнс,Гибкий график
9999,СРМ Солюшнс,ДМС
10000,СРМ Солюшнс,Оформление по ТК
10001,СРМ Солюшнс,Удаленка/гибрид
10002,СТА Карго,Оформление по ТК
10003,СТАК,Корпоративный спорт
10004,СТАК,Удаленка/гибрид
10005,СТАНДАРТ МАСТЕР,Удаленка/гибрид
10006,СТАНДАРТПАРК,Корпоративный спорт
10007,СТАНДАРТПАРК,Оформление по ТК
10008,СТЕЛЛА,Оформление по ТК
10009,СТЕЛЛА,Удаленка/гибрид
10010,"СТЕЛС, НПП",Оформление по ТК
10011,"СТЕЛС, НПП",Профессиональный рост
10012,СТК,Оформление по ТК
10013,СТМ,Корпоративный спорт
10014,СТМ,Оформление по ТК
10015,СТМ,Профессиональный рост
10016,СТОУН-XXI,Удаленка/гибрид
10017,СТП,Agile-команда
10018,СТП,Оформление по ТК
10019,СТП,Удаленка/гибрид
10020,СТРОЙТЕХ,Удаленка/гибрид
10021,СТЭП ЛОДЖИК (STEP LOGIC),Удаленка/гибрид
10022,СУРА-МОТОРС,Профессиональный рост
10023,СУШИШОП,Удаленка/гибрид
10024,"СУЭК, Сибирская Угольная Энергетическая Компания",Корпоративный спорт
10025,"СУЭК, Сибирская Угольная Энергетическая Компания",Удаленка/гибрид
10026,СУЭР,Agile-команда
10027,СФЕРА,Корпоративный спорт
10028,СЦ ЦЕХ,Оформление по ТК
10029,СЭ Борднетце,Корпоративный мобильный
10030,СЭБ Банк,Agile-команда
10031,СЭБ Банк,Корпоративный спорт
10032,СЭБ Банк,Оформление по ТК
10033,Сабнет,Удаленка/гибрид
10034,Сады Придонья,Корпоративный спорт
10035,Сады Придонья,Оформление по ТК
10036,Сайт-Мастер,Гибкий график
10037,Сайтсофт,ДМС
10038,Сайтсофт,Удаленка/гибрид
10039,Салтанюк Никита Андреевич,Гибкий график
10040,Салтанюк Никита Андреевич,Оформление по ТК
10041,Салтанюк Никита Андреевич,Удаленка/гибрид
10042,Салют,Удаленка/гибрид
10043,Самара-Авто,Оформление по ТК
10044,Самара-Скан-Сервис,Оформление по ТК
10045,СамараНИПИнефть,Гибкий график
10046,СамараНИПИнефть,Корпоративный спорт
10047,СамараНИПИнефть,Оформление по ТК
10048,Самарский Стройфарфор,Корпоративный спорт
10049,Самарский Стройфарфор,Оформление по ТК
10050,Самарский Стройфарфор,Удаленка/гибрид
10051,Самокат (ООО Умное пространство),ДМС
10052,Самокат (ООО Умное пространство),Удаленка/гибрид
